Name,x,y,Admin1,Admin2,Admin3
Tony Hospital,3.889709473,7.394287109,Oyo,Ibadan North West,Nalende
Tobi Hospital,4.542480469,8.481872558,Kwara,Ilorin West,Oko Erin
Akili Ozizor Primary Health Center,6.740350251,5.988151682,Anambra,Ogbaru,Akili-Ozizo Ward
Lautech Teaching Hospital,4.55195,7.77785,Osun,Olorunda,Orisunbare
Eweta Primary Health Center,4.65635,7.93177,Osun,Ifelodun,Okeba
Kurungu Primary Health Clinic,11.99085,9.644779,Adamawa,Shelleng,Gundo
Jabe Health Clinic,5.099995,12.83294,Sokoto,Bodinga,Kauramiyo/Mazan
Saulawa Health Post,5.219449,12.89,Sokoto,Bodinga,Bagarawa
Maraba Bokki Health Post,12.65473,10.09454,Adamawa,Gombi,Tawa
Kashere Primary Health Care Center,11.01081,9.90962,Gombe,Akko,Kashere
Ibooro Health Post,3.097113333,7.096115,Ogun,Yewa North,Joga/Ibooro
Mak Mercy Hospital,2.832913333,7.451491667,Ogun,Imeko Afon,Imeko
Ore Ofe Clinic and Maternity Home,2.832526667,7.438768333,Ogun,Imeko Afon,Imeko
Sajiyan Basic Health Center,5.443115235,7.233276367,Ondo,Owo,Uso / Emure
Aratundi Health Post,4.756713867,7.093688965,Ondo,Ondo West,Laje
Igbedor Primary Health Center,6.688635,6.49894,Anambra,Anambra West,Olu Ward 2
Isuobishi Health Center,7.06822,5.70563,Imo,Isu,Isuobishi
Umuezeala Ogwara Health Center,7.27243,5.64645,Imo,Ehime-Mbano,Umuezeala Ama 1
Ihube Primary Health Center,7.370022,5.871228,Imo,Okigwe,Ihube 2
Ohaechem Health Post,7.224914551,6.120727539,Anambra,Oji River,Akpugoeze
Umuchi Primary Health Center,7.20288086,5.69329834,Imo,Isiala Mbano,Osu Owerre 2
Orishieze Primary Health Center,7.083147,5.287917,Imo,Ngor-Okpala,Ozuzu
Umuduka Primary Health Center,7.318752,5.843673,Imo,Okigwe,Umulolo
Umuorii Health Center,7.092524,5.495338,Imo,Owerri North,Obibi 1
Akaeze Ukwu Health Center,7.710876465,5.914916992,Ebonyi,Ivo,Akaeze Ukwu
Uhuolugho Primary Health Clinic,7.391113281,5.973693848,Abia,Umunneochi,Umudim Uhuolugho
Idiaba Primary Health Center,3.683565,6.983927,Ogun,Remo North,Isara 1
Obune Inyi Health Center,7.272521973,6.148925781,Enugu,Oji River,Inyi 3
Amobokwu Model Primary Health Care Center,7.31829834,6.699707032,Enugu,Igbo-Etiti,Aku 2
Oba Adeyinka Oyekan Primary Health Clinic,3.392398333,6.463258333,Lagos,Lagos Island,Idumoyinbo
Azia Primary Health Center,6.900168333,5.876878333,Anambra,Ihiala,Azia Ward
Azuiyi Health Center,7.517915,5.366985,Abia,Ikwuano,Azuiyi
Akpaku Primary Health Center,6.762943042,8.104211637,Kogi,Kogi,Kkf South East
Okpulorukwu Health Post,7.474668333,5.395515,Abia,Isiala-Ngwa North,Umunna
Ukpakiri Health Post,7.43198,5.113391667,Abia,Obi Ngwa,Abayi 2
Agboakoli Alayi Health Center,7.595156667,5.740943333,Abia,Bende,Alayi A
Umuihe Health Post,7.43335,5.52625,Abia,Umuahia South,Omaegwu
Amauhie Primary Health Center,7.489943333,5.581495,Abia,Umuahia North,Nkwochara
Lodu Health Center,7.521185,5.499963333,Abia,Umuahia North,Ndume
Amaibo Health Center,7.436983333,5.482451667,Abia,Umuahia South,Ubakala B
Amaba Ugwueke Primary Health Center,7.624126667,5.82181,Abia,Bende,Ugwueke
Osusu Umuikpeghi Health Post,7.389041667,5.137626667,Abia,Obi Ngwa,Ahiaba 5
Ohandu Primary Health Center,7.337675,4.885233333,Abia,Ukwa East,Akwete Ohandu
Agbama 1 Health Center,7.502168333,5.491708333,Abia,Umuahia South,Ahiaukwu A
Otodo Health Post,7.853626667,5.619143333,Abia,Ohafia,Ohafor
Orimedu Primary Health Center,3.9016191,6.4406375,Lagos,Ibeju/Lekki,Orimedu  1
Akpa Mbato Primary Health Center,7.436663333,5.046756667,Abia,Obi Ngwa,Akpa-Mbato
Abayi Okoroato,7.439623333,5.10074,Abia,Obi Ngwa,Abayi 2
Eziama Primary Health Center,7.4243333,5.4943883,Abia,Umuahia South,Eziama (Umuahia South)
Agburuezeukwu Health Center,7.420201667,5.394901667,Abia,Isiala-Ngwa North,Agburuezeukwu
Ndiakata Primary Health Center,7.522,5.11506,Abia,Obi Ngwa,Ndiakata
Irewe Primary Health Center,3.14487,6.418275,Lagos,Ojo,Irewe
Umuabani Primary Health Center,7.011513333,6.09928,Anambra,Anaocha,Neni 11
Okwulaga Afara Health Center,7.48225,5.5043383,Abia,Umuahia North,Afaraukwu
Ihie Primary Health Center,7.343178333,5.40219,Abia,Isiala-Ngwa North,Ihie
Umunwanwa Primary Health Center,7.3943367,5.5045683,Abia,Umuahia South,Ohiaocha
Umuisi Primary Health Center,7.655098333,5.701311667,Abia,Bende,Igbere 3
Nkst Usange Primary Health Clinic,8.5184,7.3862,Benue,Gwer East,Mbabur
Igbere Primary Health Center,7.656198333,5.709853333,Abia,Bende,Igbere 1
Nkwoegwu Health Center,7.455988333,5.575921667,Abia,Umuahia North,Nkwoegwu
Itungwa Primary Health Center,7.468853333,5.189243333,Abia,Obi Ngwa,Mgboko Itungwa
Eluma Primary Health Center,7.472165,5.734638333,Abia,Isuikwuato,Eluma
Nsirimo Primary Health Center,7.388611667,5.469798333,Abia,Umuahia South,Nsirimo
Azumini Primary Health Center,7.479708333,4.94381,Abia,Ukwa East,Azumini
Umuakwu Health Clinic,7.509591667,5.354988333,Abia,Isiala-Ngwa North,Amaasa
Amiyi Uhu Primary Health Center,7.473301667,5.760666667,Abia,Isuikwuato,Oguduasa
Omoba Primary Health Center,7.408111667,5.241821667,Abia,Isiala-Ngwa South,Omoba
Old Umuahia Primary Health Center,7.4778233,5.4872683,Abia,Umuahia South,Old Umuahia
Ubakala Primary Health Care,7.437178333,5.472445,Abia,Umuahia South,Ubakala A
Ntigha Primary Health Center,7.390546667,5.430095,Abia,Isiala-Ngwa North,Amasaa Ntigha
Achara Primary Health Center,7.427298333,5.844996667,Abia,Isuikwuato,Achara
Umuana Ndume Health Center,7.513328333,5.510333333,Abia,Umuahia North,Ndume
Ozaa Umuebukwu Primary Health Center,7.3060593,5.0345168,Abia,Ugwunagbo,Umugo
Umuchukwu Primary Health Center,7.3388042,5.0061297,Abia,Ugwunagbo,Umuarukwu
Uru Lokpaukwu Health Center,7.430143333,5.939546667,Abia,Umunneochi,Lokpaukwu
Ikputu Health Center,7.481386667,5.423568333,Abia,Isiala-Ngwa North,Amano Nsulu
Orie Mbieri Health Post,7.057678222,5.573120117,Imo,Mbaitoli,Ezi
Umuobi Health Center,7.283718333,5.971811667,Abia,Umunneochi,Eziama Agbor
Umuokpara Health Post,7.426303333,5.988675,Abia,Umunneochi,Mbala Achara
Uratta Primary Health Center,7.327125,5.0861717,Abia,Aba South,Amaitolu (Osisioma)
Eziala Primary Health Center,7.4102517,5.3749617,Abia,Isiala-Ngwa North,Isiala Nsulu
Umuekpe Health Center,7.375358333,5.417011667,Abia,Isiala-Ngwa North,Amasaa Ntigha
Ohambele Primary Health Center,7.41262,4.899831667,Abia,Ukwa East,Ohambele
Umuakwa Health Center,7.520575,5.768455,Abia,Isuikwuato,Ezere
Ezere Primary Health Center,7.524691667,5.74331,Abia,Isuikwuato,Ezere
Umuobasiukwu Primary Health Center,7.60547,5.601703333,Abia,Bende,Ozuitem
Uratta Health Center,7.344618333,5.34842,Abia,Isiala-Ngwa North,Umuoha
Obeaku Primary Health Center,7.441443333,4.88419,Abia,Ukwa East,Obeaku
Amaukwu Igbere Primary Health Care,7.66963,5.703008333,Abia,Bende,Igbere 2
Amaeke Ibeku Health Center,7.5144,5.56665,Abia,Umuahia North,Ibeku East 1
Umuenyere Alayi Primary Health Care,7.618608333,5.729553333,Abia,Bende,Alayi A
Ngwaobi Primary Health Center,7.319895,5.269066667,Abia,Isiala-Ngwa South,Ngwaobi
Obuozu Primary Health Center,7.45119,4.972346667,Abia,Ukwa East,Ikwuriotor West
Akoli Primary Health Center,7.555036667,5.66622,Abia,Bende,Umuimenyi
Ohiya Primary Health Center,7.448456667,5.521068333,Abia,Umuahia South,Omaegwu
Amapu Ideobia Health Center,7.3962017,5.00693,Abia,Ugwunagbo,Amapu-Ideobia
Ajata Health Center,7.548485,5.53933,Abia,Umuahia North,Ibeku West
Ekeoba Health Center,7.444865,5.579483333,Abia,Umuahia North,Oriendu
Amune Health Center,7.532173333,5.736786667,Abia,Isuikwuato,Ovim
Ozara Primary Health Center,7.530751667,5.789711667,Abia,Isuikwuato,Ezere
Ariam Primary Health Care Center,7.619846667,5.338541667,Abia,Ikwuano,Ariam 1
Obuohia Okike Health Center,7.584288333,5.333816667,Abia,Ikwuano,Oloko 2
Akanu Primary Health Center,7.481271667,4.956091667,Abia,Ukwa East,Ikwuriotor East
Akawa Health Center,7.296301667,5.934498333,Abia,Umunneochi,Ubahu Akawa
Umuode Health Center,7.491635,5.41647,Abia,Isiala-Ngwa North,Umunna
Olorunda Primary Health Center,3.585868333,6.66867,Lagos,Ikorodu,Olorunda 13
Uhunna Primary Health Center,7.460746667,4.873538333,Abia,Ukwa East,Obeaku
Umuobiakwa Health Post,7.458228066,5.152708105,Abia,Obi Ngwa,Alaukwu Ohanze
Amakama Primary Health Clinic,7.481293333,5.466591667,Abia,Umuahia South,Amakama
Aro Ajatakiri Health Center,7.520561667,5.395396667,Abia,Ikwuano,Ajatanigu
Ihim Health Center,7.571153333,5.46934,Abia,Ikwuano,Ibere 1
Umueberaja Health Center,7.462435,5.73396,Abia,Isuikwuato,Eluma
Aroikpa Health Center,7.277841667,5.925195,Abia,Umunneochi,Aroikpa
Mbala Primary Health Clinic,7.394066667,6.018438333,Abia,Umunneochi,Mbala Achara
Umule Mkporobe Primary Health Center,7.343146667,4.940863333,Abia,Ukwa East,Ohuru/Mkporobe
Isiadu Health Post,7.518943333,5.560453333,Abia,Umuahia North,Ibeku East 1
Isieke Health Center,7.520736667,5.543703333,Abia,Umuahia North,Ibeku East 1
Alaukwu Model Primary Health Center,7.416996667,5.235785,Abia,Isiala-Ngwa South,Alaukwu
Umuagu Primary Health Center,7.403563333,5.148425,Abia,Obi Ngwa,Ahiaba 5
World Bank Primary Health Clinic,7.497578333,5.51231,Abia,Umuahia North,Urban 5
Okporoenyi Health Center,7.60163,5.508205,Abia,Bende,Bende
Ubibia Primary Health Care,7.63987,5.512353333,Abia,Bende,Itumbauzo 1
Ngodo Health Center,7.410205,5.850305,Abia,Isuikwuato,Ngodo Ugwuele
Okwe Health Center,7.572525,5.423826667,Abia,Ikwuano,Oboro 3
Obete Isiahiankwo Health Center,7.41716,5.187293333,Abia,Obi Ngwa,Mgboko Amiri
Obibor Health Center,7.211478333,4.942098333,Abia,Ukwa West,Obuzor
Adazi Enu 1 Primary Health Center,6.996048333,6.063515,Anambra,Anaocha,Adazi Enu 1
Umuatuegwu Primary Health Center,6.8307865,5.9044962,Anambra,Ihiala,Ohuobo Ward
Obiagu Health Post,6.991005,5.99151,Anambra,Nnewi South,Amichi Ward 7
Amankalu Alayi Primary Health Center,7.606373333,5.708806667,Abia,Bende,Alayi B
Umuasua Health Center,7.500375,5.71769,Abia,Isuikwuato,Umuasua
Isiala Itu Primary Health Center,7.460981667,5.169575,Abia,Obi Ngwa,Isiala Itu
Umuchieze Primary Health Clinic,7.421016667,5.926156667,Abia,Umunneochi,Lokpaukwu
Asa Clinic,7.32987,5.073136667,Abia,Aba South,Asa
Okpu Isingwu Health Clinic,7.46424,5.546793333,Abia,Umuahia North,Isingwu
Ugwele Health Center,7.418178333,5.848971667,Abia,Isuikwuato,Achara
Osusu 1 Primary Health Center,7.357866667,5.112518333,Abia,Aba North,Osusu 1
Okai Item Primary Health Center,7.6753217,5.8193383,Abia,Bende,Item 3
Umuanya Primary Health Center,7.429725,5.537265,Abia,Umuahia South,Ogbodiukwu
Amankalu Igbere Primary Health Care,7.664971667,5.707823333,Abia,Bende,Igbere 3
Elugwu Umuoram Health Cenre,7.4606767,5.518045,Abia,Umuahia South,Omaegwu
Mbom Health Center,7.504658333,5.562455,Abia,Umuahia North,Ibeku East 1
Agbaragwu Health Center,7.364706667,5.336091667,Abia,Isiala-Ngwa South,Ovuokwu
Abam Primary Health Center,7.411051667,5.466896667,Abia,Umuahia South,Ubakala B
Osoke Amato Primary Health Center,7.33399,5.06589,Abia,Aba South,Elu Ohazu
Umuaku Health Center,7.360978333,6.00759,Abia,Umunneochi,Umuaku 1
Ndielu Primary Health Care,7.609681667,5.790783333,Abia,Bende,Ugwueke
Umuogwoka Health Center,7.377971667,5.429866667,Abia,Isiala-Ngwa North,Oria Na Ugaa
Mbutu Ngwa Health Center,7.354835,5.310128333,Abia,Isiala-Ngwa South,Mbutu Ngwa
Oke Eletu Primary Health Center,3.588065,6.600343333,Lagos,Ikorodu,Oke Eletu
Apa Primary Health Center,2.8234697,6.4317353,Lagos,Badagry,Apa
Okunmopo Primary Health Center,3.619368333,6.427608333,Lagos,Eti-Osa,Okunmopo - Ogombo
Farasime Primary Health Center,2.714491667,6.425665,Lagos,Badagry,Kweme
Araromi Primary Health Clinic,3.406598333,6.447528333,Lagos,Lagos Island,Araromi Odo
Iyana Ejigbo Primary Health Center,3.299906667,6.540343333,Lagos,Oshodi/Isolo,Ailegun
Okota Primary Health Center,3.296505,6.509178333,Lagos,Oshodi/Isolo,Okota
Isolo Primary Health Center,3.320601667,6.528716667,Lagos,Oshodi/Isolo,Akinbaye
Ilasa Primary Health Center,3.3287344,6.5173525,Lagos,Oshodi/Isolo,Ilasa
Agbala Lasunwon Primary Health Center,3.513961667,6.648553333,Lagos,Ikorodu,Agbala Lasunwon
Ilado Primary Health Center,2.966196667,6.43726,Lagos,Badagry,Iworo Gbankon
Ibereko Primary Health Center,2.919406667,6.441828333,Lagos,Badagry,Ibereko
Phase 3 Primary Health Clinic,3.398443333,6.456601667,Lagos,Lagos Island,Epetedo West
Debojo Primary Health Center,3.8372874,6.4414905,Lagos,Ibeju/Lekki,Orimedu 3
Maidan Primary Health Center,3.398513333,6.609206667,Lagos,Kosofe,Agiliti Maidan
Mafoluku Primary Health Center,3.3315048,6.5606813,Lagos,Oshodi/Isolo,Oluyeye
Ewutuntun Primary Health Center,3.3375709,6.5668188,Lagos,Oshodi/Isolo,Ogunoloko
Jakande E Primary Health Center,3.301193333,6.523723333,Lagos,Oshodi/Isolo,Oke Afa
Igbede Primary Health Center,3.162465,6.451668333,Lagos,Ojo,Sabo Oniba
Igbogbo Primary Health Center,3.522331667,6.592578333,Lagos,Ikorodu,Itunmokun
Orisunbare Primary Health Center,3.302951667,6.569916667,Lagos,Alimosho,Oguntade Bameke
Oshoroko Primary Health Center,4.0868443,6.4172179,Lagos,Ibeju/Lekki,Lekki 1
Alapere Primary Health Center,3.398643333,6.581306667,Lagos,Kosofe,Agidi / Oshogun
Mende Primary Health Center,3.372548333,6.570276667,Lagos,Kosofe,Mende
Olowogbowo Primary Health Center,3.382186667,6.459255,Lagos,Lagos Island,Oke Olowogbowo
Awoyaya Hospital,3.705298333,6.468041667,Lagos,Ibeju/Lekki,Iwerekun 1
Ikorodu Hospital,3.50296,6.624103333,Lagos,Ikorodu,Olori Eyita
Onigbongbo Primary Health Center,3.3647963,6.5708086,Lagos,Ikeja,Onigbongbo
Ugba Primary Health Center,7.307226667,5.284848333,Abia,Isiala-Ngwa South,Amaise Ahaba
Umunko Primary Health Center,7.48976,5.343696667,Abia,Isiala-Ngwa North,Isiala Nsulu / Isiala Amapu
Okpu Umuobo Primary Health Center,7.358986667,5.167853333,Abia,Osisioma Ngwa,Okpu-Umuobo
Obohia Primary Health Center,7.383301667,4.906311667,Abia,Ukwa East,Obohia
Ndiawa Health Center,7.40498,5.969645,Abia,Umunneochi,Amaorie
Amanu Health Center,7.409656667,5.357301667,Abia,Isiala-Ngwa North,Isiala Nsulu / Isiala Amapu
Okpula Ngwa Primary Health Center,7.38005,5.351183333,Abia,Isiala-Ngwa North,Ngwaukwu 1
Amafia Amaetiti Health Center,7.89782,5.493448333,Abia,Arochukwu,Eleoha Ihe 2
Bende Ovu Primary Health Care,7.634633333,5.55549,Abia,Bende,Bende
Standard Primary Health Care,7.637975,5.558225,Abia,Bende,Bende
Osusu 11 Primary Health Clinic,7.351866667,5.118803333,Abia,Aba North,Osusu 2
Okohia Health Center,7.185055,4.922231667,Abia,Ukwa West,Ipu South
Royal Health Post,3.346846667,7.155196667,Ogun,Abeokuta North,Iberekodo 3
Odogbolu General Hospital,3.777521667,6.751586667,Ogun,Odogbolu,Odogbolu 1
Nru Health Post,7.4214833,6.8293867,Enugu,Nsukka,Nru
Isigwe Ugbawka Health Post,7.615795,6.2708483,Enugu,Nkanu East,Obinagu (Udi)
Ahia Orie Primary Health Center,7.606726667,5.437988333,Abia,Ikwuano,Ibere 1
Ibagwa Aka Health Center,7.399285,6.923305,Enugu,Igbo-Eze South,Isiagu Achara
Umuosu Health Post,7.448883333,5.473285,Abia,Umuahia South,Ubakala A
Amavo Tank Health Post,7.337993333,5.256916667,Abia,Osisioma Ngwa,Etiti Amavo
Amaputa Health Post,7.373503333,5.31065,Abia,Isiala-Ngwa South,Isiala Amapu
Amangwu Primary Health Center,7.495931667,5.4721,Abia,Umuahia South,A U U
Mbutuoma Primary Health Center,7.313081667,5.1164,Abia,Osisioma Ngwa,Mbutuoma
Osokwa Primary Health Center,7.368643333,5.222866667,Abia,Osisioma Ngwa,Osokwa (Osisioma Ngwa)
Ohanku Primary Health Center,7.4103283,4.9503167,Abia,Ukwa East,Ikwuorie
Ngwama Primary Health Center,7.42216,5.227961667,Abia,Isiala-Ngwa South,Amaitolu (Osisioma)
Obiaro Primary Health Center,7.344401667,5.260805,Abia,Osisioma Ngwa,Arongwa
Umuebulungwu Primary Health Center,7.303671667,4.913871667,Abia,Ukwa West,Oza-Ukwu 2
Isimkporobe Primary Health Center,7.339415,4.9511183,Abia,Ukwa East,Ohuru/Mkporobe
Ikole Subeb Primary School Clinic,5.5055335,7.7894066,Ekiti,Ikole,Orin-Odo
Ifite Ezinifite Primary Health Center,7.056888333,5.983433333,Anambra,Aguata,Ezinifite 2
Ahiaba Okpuala Health Center,7.359485,5.365415,Abia,Isiala-Ngwa North,Ngwaukwu 2
Ndibe Health Center,7.889301667,5.63011,Abia,Ohafia,Okamu
Ichi Ukwu Health Center,7.368205,5.298986667,Abia,Isiala-Ngwa South,Isiala Amapu
Asa Oberete Primary Health Center,7.27824,5.103848333,Abia,Osisioma Ngwa,Amaitolu (Osisioma)
Mowo Primary Health Center,2.960133333,6.460761667,Lagos,Badagry,Aradagun Mowo
Imude Primary Health Care Center,3.115,6.466661667,Lagos,Ojo,Etegbin
Topo Health Post,2.92256,6.412166667,Lagos,Badagry,Topo/Idale
Umuoba Anam Primary Health Center,6.8418337,6.340993,Anambra,Anambra East,Umuoba Ward
Umuadienwe Primary Health Center,7.295783333,4.925186667,Abia,Ukwa West,Oza-Ukwu 1
Uzuaku Health Center,7.184668333,4.903868333,Abia,Ukwa West,Ipu South
Afisuru Health Clinic,3.520548333,6.716118333,Ogun,Sagamu,Ogijo
Mbulu Owo Health Center,7.675961166,6.472801319,Enugu,Nkanu East,Owo
Iwaya Primary Health Center,3.391438333,6.506825,Lagos,Lagos Mainland,Salami / Bayewunmi
Sangotedo Primary Health Center,3.632537078,6.472453134,Lagos,Eti-Osa,Sangotedo
Umudara Primary Health Center,6.81886,5.833058333,Anambra,Ihiala,Ihite Ward
Ugbene Primary Health Center,7.0689417,6.3966983,Anambra,Awka North,Ugbene Ward
Ekenobizi Primary Health Center,7.423458333,5.552658333,Abia,Umuahia South,Omaegwu
Amukoko Primary Health Center,3.342756667,6.466246667,Lagos,Ajeromi/Ifelodun,Amukoko
Ndi Ebe Abam Health Facility,7.717951667,5.61695,Abia,Arochukwu,Ohafor 2
Anyambutu Primary Health Center,7.351911667,5.304568333,Abia,Isiala-Ngwa South,Anyambutu
Dike Ukwu Health Center,7.418218333,5.559655,Abia,Umuahia South,Omaegwu
Ozu Abam Health Center,7.747768333,5.596048333,Abia,Arochukwu,Ohafor 1
Otampa Health Clinic,7.506758333,5.751316667,Abia,Isuikwuato,Isiala
Eziama Ossah Health Center,7.472573333,5.534135,Abia,Umuahia North,Ibeku East 2
Lokpanta Basic Health Center,7.461838333,5.984955,Abia,Umunneochi,Lokpanta
Amaeke Health Center,7.353405,5.978405,Abia,Umunneochi,Umuaku 1
Umuituru Health Center,7.287273333,4.905636667,Abia,Ukwa West,Oza-West
Avodim Health Center,7.456596667,5.482841667,Abia,Umuahia South,Ubakala A
Obikabia Health Post,7.372085,5.350341667,Abia,Isiala-Ngwa North,Ngwaukwu 1
Nkwelle Model Primary Health Center,6.868013333,6.206761667,Anambra,Oyi,Nkwelle Ezunaka 2
Okohia Ihiala Primary Health Post,6.85898,5.84595,Anambra,Ihiala,Amamu B Ward
Umutowe Health Center,7.507291667,5.47061,Abia,Umuahia South,Ahiaukwu A
Umuocham Primary Health Center,7.343486667,5.13625,Abia,Osisioma Ngwa,Amasator
Ohuhu Nsulu Health Center,7.54981,5.340736667,Abia,Isiala-Ngwa North,Amaasa
Umuobiala Primary Health Center,7.467728333,5.72335,Abia,Isuikwuato,Obialaugo
Umuomaiukwu Health Center,7.413215,5.4246,Abia,Isiala-Ngwa North,Agburuezeukwu
Umuabachagh Health Center,7.425636667,5.273221667,Abia,Isiala-Ngwa South,Ovuokwu
Mbaugwu Primary Health Center,7.41543,5.828118333,Abia,Isuikwuato,Absu / Umuayi
Agbado Primary Health Center,3.259773333,6.677851667,Lagos,Alimosho,Alagbado
Opebi Primary Health Center,3.362393333,6.589446667,Lagos,Ikeja,Opeji
Alhaji Kola Osho Primary Health Center,3.3816483,6.5208717,Lagos,Lagos Mainland,Abule-Oja
Ijesa Isu General Hospital,5.494515,7.70888,Ekiti,Ikole,Ijesa Isu
Ayobo Primary Health Center,3.234836667,6.606395,Lagos,Alimosho,Ayobo
Egan Primary Health Center,3.23594,6.550365,Lagos,Alimosho,Egan - Ojo
Oregun Primary Health Center,3.364128333,6.600966667,Lagos,Ikeja,Oregun
Sakpo Primary Health Center,2.838163333,6.39423,Lagos,Badagry,Akoro
Ikeja Primary Health Center,3.338431667,6.59715,Lagos,Ikeja,Anifowose
Akiode Primary Health Center,3.355751667,6.639776667,Lagos,Ikeja,Akiode
Ojo Primary Health Center,3.203493333,6.458878333,Lagos,Ojo,Ojo
Ogudu Primary Health Center,3.394566667,6.573888333,Lagos,Kosofe,Ogudu
Itire Ijesha Primary Health Center,3.33723,6.509923333,Lagos,Mushin,Odo Eran  /  Ogunlana
Majidun Primary Health Center,3.473693333,6.617768333,Lagos,Ikorodu,Majidun
Ogwuaniocha Basic Health Clinic,6.748275,5.792461667,Anambra,Ogbaru,Ogwuaniocha Ward
Mbosi Primary Health Center,6.90522,5.853423333,Anambra,Ihiala,Mbosi Ward
Ndikelionwu Primary Health Center,7.137006667,6.078186667,Anambra,Orumba North,Ndikelionwu 1
Awgbu 2 Primary Health Center,7.1033567,6.1047867,Anambra,Orumba North,Awgbu 2
Akumimo Primary Health Center,7.423705,5.0764017,Abia,Obi Ngwa,Akumaimo
Nkporo Primary Health Center,7.770786667,5.790366667,Abia,Ohafia,Ndi Etiti
Ovim Primary Health Center,7.52772,5.72208,Abia,Isuikwuato,Ovim
Ufiele Health Center,7.894731667,5.623828333,Abia,Ohafia,Okamu
Eziama Primary Health Center,7.36473,5.127898333,Abia,Aba North,Eziama
Umuorie Primary Health Care,7.263673333,4.91011,Abia,Ukwa West,Oza-West
Avonkwu Health Center,7.532533333,5.528136667,Abia,Umuahia North,Ibeku West
Africare Primary Health Center,7.417028333,5.289303333,Abia,Isiala-Ngwa South,Ovungwu Ward
Ekeokwuru Health Center,7.465246667,5.606535,Abia,Umuahia North,Afugiri 2
Mbutu Ukwu Primary Health Center,7.315176667,5.308768333,Abia,Isiala-Ngwa South,Mbutu Ukwu
Umuegwu Okpuala Primary Health Center,7.462453333,5.593121667,Abia,Umuahia North,Afugiri 2
Amato Health Center,7.469155,5.542028333,Abia,Umuahia North,Isingwu
Mgbokonta Health Center,7.491585,5.290081667,Abia,Isiala-Ngwa South,Aku-Na Ekpu 1
Eziafor Health Clinic,7.882103333,5.593931667,Abia,Ohafia,Amaibe-Ezoke
